ocr_id,citizen_id,document_type,extracted_data_json,confidence_score
7146,1485,aadhaar,"{""name"": ""Vandana Nishad"", ""dob"": ""2005-05-17"", ""aadhar_number"": ""024617520238"", ""address"": ""764, Nehru Nagar, Narayanpur"", ""gender"": ""Female""}",72
7147,1991,income_certificate,"{""name"": ""Virendra Soni"", ""annual_income"": ""Colony 4"", ""district"": ""Bijapur"", ""issued_by"": ""Tehsildar Bijapur"", ""financial_year"": ""2024-25""}",78
7148,1589,income_certificate,"{""name"": ""Suresh Yadav"", ""annual_income"": ""Rajnandgaon Nagar"", ""district"": ""Rajnandgaon"", ""issued_by"": ""Tehsildar Rajnandgaon"", ""financial_year"": ""2024-25""}",98
7149,1864,aadhaar,"{""name"": ""Meena Lahre"", ""dob"": ""1968-12-06"", ""aadhar_number"": ""617073174457"", ""address"": ""551, Main Road, Bijapur"", ""gender"": ""Female""}",83
7150,1759,caste_certificate,"{""name"": ""Poonam Kosare"", ""caste"": ""ST"", ""district"": ""Raipur"", ""certificate_number"": ""CG/RAI/56710""}",91
7151,1687,bank_passbook,"{""name"": ""Sudha Gupta"", ""account_number"": ""387306911687"", ""ifsc"": ""SBIN042354"", ""bank_name"": ""Canara Bank"", ""balance"": 144283}",70
7152,1277,domicile_certificate,"{""name"": ""Deepak Sinha"", ""dob"": ""1954-02-18"", ""district"": ""Surguja"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 5}",79
7153,1041,domicile_certificate,"{""name"": ""Suresh Yadav 5"", ""dob"": ""1954-01-05"", ""district"": ""Sukma"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 17}",82
7154,1353,aadhaar,"{""name"": ""Naresh Chandel"", ""dob"": ""1940-07-08"", ""aadhar_number"": ""181335956164"", ""address"": ""554, Main Road, Narayanpur"", ""gender"": ""Male""}",95
7155,1522,domicile_certificate,"{""name"": ""Manju Tandon"", ""dob"": ""1940-09-05"", ""district"": ""Bilaspur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 28}",82
7156,1806,bank_passbook,"{""name"": ""Ramesh Kumar"", ""account_number"": ""252855690713"", ""ifsc"": ""SBIN016576"", ""bank_name"": ""PNB"", ""balance"": 42690}",85
7157,1976,income_certificate,"{""name"": ""Naresh Chandel"", ""annual_income"": ""Ward 17"", ""district"": ""Raipur"", ""issued_by"": ""Tehsildar Raipur"", ""financial_year"": ""2024-25""}",80
7158,1795,domicile_certificate,"{""name"": ""Meena Lahre"", ""dob"": ""1983-10-19"", ""district"": ""Balod"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 12}",74
7159,1373,domicile_certificate,"{""name"": ""Manju Tandon"", ""dob"": ""1936-01-08"", ""district"": ""Raigarh"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 35}",75
7160,1075,income_certificate,"{""name"": ""Sunita Yadav"", ""annual_income"": ""Ward 26"", ""district"": ""Jashpur"", ""issued_by"": ""Tehsildar Jashpur"", ""financial_year"": ""2024-25""}",97
7161,1256,aadhaar,"{""name"": ""Dilip Nishad"", ""dob"": ""1940-03-16"", ""aadhar_number"": ""779599594652"", ""address"": ""201, Gandhi Chowk, Janjgir-Champa"", ""gender"": ""Male""}",70
7162,1566,caste_certificate,"{""name"": ""Suresh Yadav 5"", ""caste"": ""ST"", ""district"": ""Dantewada"", ""certificate_number"": ""CG/DAN/70009""}",91
7163,1519,bank_passbook,"{""name"": ""Nirmala Dhivar 3"", ""account_number"": ""964787054005"", ""ifsc"": ""SBIN086936"", ""bank_name"": ""SBI"", ""balance"": 97314}",77
7164,1146,caste_certificate,"{""name"": ""Anil Sharma"", ""caste"": ""OBC"", ""district"": ""Balod"", ""certificate_number"": ""CG/BAL/33806""}",80
7165,1795,domicile_certificate,"{""name"": ""Meena Lahre"", ""dob"": ""1983-10-19"", ""district"": ""Balod"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 29}",70
7166,1008,bank_passbook,"{""name"": ""Kiran Banjare 7"", ""account_number"": ""961311247382"", ""ifsc"": ""SBIN010110"", ""bank_name"": ""Bank of Baroda"", ""balance"": 129740}",95
7167,1551,income_certificate,"{""name"": ""Saraswati Patle 1"", ""annual_income"": ""Ward 25"", ""district"": ""Bilaspur"", ""issued_by"": ""Tehsildar Bilaspur"", ""financial_year"": ""2024-25""}",83
7168,1670,bank_passbook,"{""name"": ""Ashok Patle 3"", ""account_number"": ""864702510554"", ""ifsc"": ""SBIN036940"", ""bank_name"": ""SBI"", ""balance"": 54001}",98
7169,1932,caste_certificate,"{""name"": ""Bharat Mandavi"", ""caste"": ""ST"", ""district"": ""Raigarh"", ""certificate_number"": ""CG/RAI/19591""}",96
7170,1933,income_certificate,"{""name"": ""Ramesh Kumar"", ""annual_income"": ""Ward 19"", ""district"": ""Dantewada"", ""issued_by"": ""Tehsildar Dantewada"", ""financial_year"": ""2024-25""}",96
7171,1653,domicile_certificate,"{""name"": ""Geeta Sharma"", ""dob"": ""1968-05-04"", ""district"": ""Sukma"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 26}",90
7172,1194,income_certificate,"{""name"": ""Seema Chandel"", ""annual_income"": ""Ward 8"", ""district"": ""Bemetara"", ""issued_by"": ""Tehsildar Bemetara"", ""financial_year"": ""2024-25""}",88
7173,1528,caste_certificate,"{""name"": ""Geeta Sharma 6"", ""caste"": ""SC"", ""district"": ""Kondagaon"", ""certificate_number"": ""CG/KON/66843""}",93
7174,1959,bank_passbook,"{""name"": ""Virendra Soni 1"", ""account_number"": ""775456482531"", ""ifsc"": ""SBIN099083"", ""bank_name"": ""HDFC"", ""balance"": 117341}",97
7175,1738,domicile_certificate,"{""name"": ""Prakash Pandey 4"", ""dob"": ""2003-11-28"", ""district"": ""Bemetara"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 6}",93
7176,1511,aadhaar,"{""name"": ""Santosh Dewangan"", ""dob"": ""1980-01-03"", ""aadhar_number"": ""040433335384"", ""address"": ""477, Indira Nagar, Gariaband"", ""gender"": ""Male""}",83
7177,1046,aadhaar,"{""name"": ""Anita Patel"", ""dob"": ""1948-12-18"", ""aadhar_number"": ""229270653794"", ""address"": ""678, Station Road, Durg"", ""gender"": ""Female""}",85
7178,1279,domicile_certificate,"{""name"": ""Poonam Kosare"", ""dob"": ""1977-09-11"", ""district"": ""Gariaband"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 11}",96
7179,1285,income_certificate,"{""name"": ""Rani Netam 2"", ""annual_income"": ""Rajnandgaon Nagar"", ""district"": ""Rajnandgaon"", ""issued_by"": ""Tehsildar Rajnandgaon"", ""financial_year"": ""2024-25""}",77
7180,1893,domicile_certificate,"{""name"": ""Prakash Pandey"", ""dob"": ""1981-07-21"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 7}",71
7181,1803,caste_certificate,"{""name"": ""Sunil Netam"", ""caste"": ""General"", ""district"": ""Korba"", ""certificate_number"": ""CG/KOR/87496""}",72
7182,1748,domicile_certificate,"{""name"": ""Kamla Sahu"", ""dob"": ""1954-08-01"", ""district"": ""Surajpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 24}",98
7183,1973,caste_certificate,"{""name"": ""Laxmi Tiwari"", ""caste"": ""SC"", ""district"": ""Balod"", ""certificate_number"": ""CG/BAL/35817""}",82
7184,1574,domicile_certificate,"{""name"": ""Suresh Yadav"", ""dob"": ""1963-04-12"", ""district"": ""Baloda Bazar"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 10}",91
7185,1746,domicile_certificate,"{""name"": ""Bharat Mandavi"", ""dob"": ""1980-06-24"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 20}",86
7186,1933,domicile_certificate,"{""name"": ""Ramesh Kumar"", ""dob"": ""1965-10-02"", ""district"": ""Dantewada"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 32}",75
7187,1896,aadhaar,"{""name"": ""Vandana Nishad"", ""dob"": ""1967-09-27"", ""aadhar_number"": ""637941288669"", ""address"": ""400, Main Road, Sukma"", ""gender"": ""Female""}",99
7188,1367,domicile_certificate,"{""name"": ""Durga Mandavi"", ""dob"": ""1977-07-18"", ""district"": ""Gariaband"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 36}",95
7189,1309,aadhaar,"{""name"": ""Mahesh Sahu"", ""dob"": ""1946-04-16"", ""aadhar_number"": ""775662056341"", ""address"": ""402, Gandhi Chowk, Bijapur"", ""gender"": ""Male""}",93
7190,1333,caste_certificate,"{""name"": ""Kiran Banjare 1"", ""caste"": ""SC"", ""district"": ""Kondagaon"", ""certificate_number"": ""CG/KON/59106""}",96
7191,1514,domicile_certificate,"{""name"": ""Mukesh Yadav 9"", ""dob"": ""1992-06-01"", ""district"": ""Sukma"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 32}",73
7192,1537,income_certificate,"{""name"": ""Rani Netam"", ""annual_income"": ""Narayanpur Nagar"", ""district"": ""Narayanpur"", ""issued_by"": ""Tehsildar Narayanpur"", ""financial_year"": ""2024-25""}",79
7193,1779,bank_passbook,"{""name"": ""Sudha Gupta"", ""account_number"": ""648572263264"", ""ifsc"": ""SBIN050318"", ""bank_name"": ""SBI"", ""balance"": 72841}",75
7194,1501,bank_passbook,"{""name"": ""Santram Dhivar"", ""account_number"": ""788199216696"", ""ifsc"": ""SBIN018325"", ""bank_name"": ""Bank of Baroda"", ""balance"": 29528}",93
7195,1752,bank_passbook,"{""name"": ""Mamta Dewangan"", ""account_number"": ""651916668621"", ""ifsc"": ""SBIN071620"", ""bank_name"": ""PNB"", ""balance"": 110645}",76
7196,1726,caste_certificate,"{""name"": ""Sanjay Mishra"", ""caste"": ""General"", ""district"": ""Rajnandgaon"", ""certificate_number"": ""CG/RAJ/99921""}",88
7197,1177,aadhaar,"{""name"": ""Dilip Nishad"", ""dob"": ""1942-11-16"", ""aadhar_number"": ""334485714224"", ""address"": ""24, Indira Nagar, Kanker"", ""gender"": ""Male""}",90
7198,1165,income_certificate,"{""name"": ""Laxmi Tiwari 6"", ""annual_income"": ""Village UJ"", ""district"": ""Kabirdham"", ""issued_by"": ""Tehsildar Kabirdham"", ""financial_year"": ""2024-25""}",76
7199,1731,income_certificate,"{""name"": ""Ashok Patle"", ""annual_income"": ""Ward 28"", ""district"": ""Surguja"", ""issued_by"": ""Tehsildar Surguja"", ""financial_year"": ""2024-25""}",88
7200,1891,bank_passbook,"{""name"": ""Jagdish Porte"", ""account_number"": ""984052437081"", ""ifsc"": ""SBIN078701"", ""bank_name"": ""PNB"", ""balance"": 33157}",80
7201,1577,aadhaar,"{""name"": ""Suresh Yadav 1"", ""dob"": ""1976-01-25"", ""aadhar_number"": ""500666641106"", ""address"": ""967, Station Road, Sukma"", ""gender"": ""Male""}",70
7202,1473,aadhaar,"{""name"": ""Anita Patel"", ""dob"": ""1950-01-05"", ""aadhar_number"": ""303911142817"", ""address"": ""587, Gandhi Chowk, Gariaband"", ""gender"": ""Female""}",76
7203,1882,income_certificate,"{""name"": ""Pushpa Devi"", ""annual_income"": ""Village NR"", ""district"": ""Gariaband"", ""issued_by"": ""Tehsildar Gariaband"", ""financial_year"": ""2024-25""}",91
7204,1713,aadhaar,"{""name"": ""Ganesh Markam"", ""dob"": ""1942-06-14"", ""aadhar_number"": ""368154185899"", ""address"": ""900, Nehru Nagar, Mungeli"", ""gender"": ""Male""}",79
7205,1736,caste_certificate,"{""name"": ""Mohan Thakur"", ""caste"": ""General"", ""district"": ""Baloda Bazar"", ""certificate_number"": ""CG/BAL/77037""}",78
7206,1946,caste_certificate,"{""name"": ""Hemant Kosare 6"", ""caste"": ""SC"", ""district"": ""Bastar"", ""certificate_number"": ""CG/BAS/65038""}",84
7207,1946,domicile_certificate,"{""name"": ""Hemant Kosare 6"", ""dob"": ""2002-05-11"", ""district"": ""Bastar"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 9}",81
7208,1850,caste_certificate,"{""name"": ""Ashok Patle"", ""caste"": ""OBC"", ""district"": ""Kanker"", ""certificate_number"": ""CG/KAN/24478""}",93
7209,1974,domicile_certificate,"{""name"": ""Urmila Dhruv"", ""dob"": ""1939-10-22"", ""district"": ""Balod"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 29}",82
7210,1008,caste_certificate,"{""name"": ""Kiran Banjare 7"", ""caste"": ""ST"", ""district"": ""Surguja"", ""certificate_number"": ""CG/SUR/51372""}",83
7211,1562,bank_passbook,"{""name"": ""Mahesh Sahu 4"", ""account_number"": ""357001501261"", ""ifsc"": ""SBIN085593"", ""bank_name"": ""SBI"", ""balance"": 26881}",82
7212,1703,caste_certificate,"{""name"": ""Prakash Pandey 4"", ""caste"": ""ST"", ""district"": ""Sukma"", ""certificate_number"": ""CG/SUK/58573""}",84
7213,1669,domicile_certificate,"{""name"": ""Kanta Yadav"", ""dob"": ""1971-05-13"", ""district"": ""Sukma"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 36}",99
7214,1806,domicile_certificate,"{""name"": ""Ramesh Kumar"", ""dob"": ""1991-03-06"", ""district"": ""Korba"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 30}",99
7215,1382,domicile_certificate,"{""name"": ""Durga Mandavi"", ""dob"": ""1944-08-11"", ""district"": ""Bemetara"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 32}",82
7216,1411,caste_certificate,"{""name"": ""Naresh Chandel"", ""caste"": ""OBC"", ""district"": ""Kabirdham"", ""certificate_number"": ""CG/KAB/73000""}",82
7217,1048,bank_passbook,"{""name"": ""Santosh Dewangan"", ""account_number"": ""238954169023"", ""ifsc"": ""SBIN011103"", ""bank_name"": ""HDFC"", ""balance"": 90659}",97
7218,1657,income_certificate,"{""name"": ""Ashok Patle 7"", ""annual_income"": ""Colony 6"", ""district"": ""Bemetara"", ""issued_by"": ""Tehsildar Bemetara"", ""financial_year"": ""2024-25""}",88
7219,1447,caste_certificate,"{""name"": ""Hemant Kosare"", ""caste"": ""SC"", ""district"": ""Jashpur"", ""certificate_number"": ""CG/JAS/53192""}",98
7220,1329,income_certificate,"{""name"": ""Ashok Patle 1"", ""annual_income"": ""Ward 15"", ""district"": ""Raigarh"", ""issued_by"": ""Tehsildar Raigarh"", ""financial_year"": ""2024-25""}",72
7221,1503,caste_certificate,"{""name"": ""Rajesh Verma"", ""caste"": ""OBC"", ""district"": ""Janjgir-Champa"", ""certificate_number"": ""CG/JAN/18129""}",79
7222,1587,bank_passbook,"{""name"": ""Lalita Singh"", ""account_number"": ""669243310296"", ""ifsc"": ""SBIN074894"", ""bank_name"": ""HDFC"", ""balance"": 36221}",88
7223,1572,bank_passbook,"{""name"": ""Ramkumar Lahre"", ""account_number"": ""611717828073"", ""ifsc"": ""SBIN057263"", ""bank_name"": ""Bank of Baroda"", ""balance"": 73318}",74
7224,1171,aadhaar,"{""name"": ""Hemant Kosare"", ""dob"": ""1956-05-27"", ""aadhar_number"": ""983022050209"", ""address"": ""453, Main Road, Raigarh"", ""gender"": ""Male""}",83
7225,1079,bank_passbook,"{""name"": ""Kanta Yadav"", ""account_number"": ""861763196584"", ""ifsc"": ""SBIN015320"", ""bank_name"": ""Canara Bank"", ""balance"": 45608}",89
7226,1847,bank_passbook,"{""name"": ""Laxmi Tiwari"", ""account_number"": ""961000983592"", ""ifsc"": ""SBIN099055"", ""bank_name"": ""PNB"", ""balance"": 138936}",83
7227,1804,caste_certificate,"{""name"": ""Bharat Mandavi"", ""caste"": ""ST"", ""district"": ""Jashpur"", ""certificate_number"": ""CG/JAS/14548""}",71
7228,1390,domicile_certificate,"{""name"": ""Sanjay Mishra"", ""dob"": ""1969-12-28"", ""district"": ""Mungeli"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 13}",79
7229,1425,domicile_certificate,"{""name"": ""Chandra Shekhar"", ""dob"": ""1975-04-01"", ""district"": ""Rajnandgaon"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 17}",88
7230,1039,income_certificate,"{""name"": ""Anita Patel"", ""annual_income"": ""Mungeli Nagar"", ""district"": ""Mungeli"", ""issued_by"": ""Tehsildar Mungeli"", ""financial_year"": ""2024-25""}",75
7231,1820,aadhaar,"{""name"": ""Rajesh Verma"", ""dob"": ""1947-10-20"", ""aadhar_number"": ""208601460519"", ""address"": ""738, Nehru Nagar, Dantewada"", ""gender"": ""Male""}",78
7232,1254,aadhaar,"{""name"": ""Hemant Kosare"", ""dob"": ""1940-12-18"", ""aadhar_number"": ""990767699150"", ""address"": ""871, Nehru Nagar, Rajnandgaon"", ""gender"": ""Male""}",76
7233,1092,bank_passbook,"{""name"": ""Naresh Chandel"", ""account_number"": ""309149005969"", ""ifsc"": ""SBIN084274"", ""bank_name"": ""PNB"", ""balance"": 64390}",96
7234,1021,aadhaar,"{""name"": ""Pratibha Soni"", ""dob"": ""1978-10-21"", ""aadhar_number"": ""136783777014"", ""address"": ""902, Indira Nagar, Raigarh"", ""gender"": ""Female""}",73
7235,1944,aadhaar,"{""name"": ""Anil Sharma"", ""dob"": ""1971-04-30"", ""aadhar_number"": ""739462487238"", ""address"": ""981, Indira Nagar, Kabirdham"", ""gender"": ""Male""}",95
7236,1890,bank_passbook,"{""name"": ""Harish Tiwari 4"", ""account_number"": ""835568318799"", ""ifsc"": ""SBIN012811"", ""bank_name"": ""Canara Bank"", ""balance"": 93705}",78
7237,1514,bank_passbook,"{""name"": ""Mukesh Yadav 9"", ""account_number"": ""475051075347"", ""ifsc"": ""SBIN078559"", ""bank_name"": ""Canara Bank"", ""balance"": 84829}",81
7238,1137,caste_certificate,"{""name"": ""Poonam Kosare"", ""caste"": ""ST"", ""district"": ""Raipur"", ""certificate_number"": ""CG/RAI/56593""}",74
7239,1584,domicile_certificate,"{""name"": ""Dilip Nishad 8"", ""dob"": ""1958-01-25"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 11}",80
7240,1077,caste_certificate,"{""name"": ""Seema Chandel"", ""caste"": ""OBC"", ""district"": ""Bijapur"", ""certificate_number"": ""CG/BIJ/35278""}",83
7241,1624,domicile_certificate,"{""name"": ""Bharat Mandavi"", ""dob"": ""1951-04-26"", ""district"": ""Bemetara"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 21}",81
7242,1466,bank_passbook,"{""name"": ""Hemant Kosare"", ""account_number"": ""448799108469"", ""ifsc"": ""SBIN019549"", ""bank_name"": ""Canara Bank"", ""balance"": 144184}",76
7243,1666,bank_passbook,"{""name"": ""Lalita Singh"", ""account_number"": ""883643740865"", ""ifsc"": ""SBIN021664"", ""bank_name"": ""PNB"", ""balance"": 87030}",81
7244,1993,domicile_certificate,"{""name"": ""Vijay Singh 3"", ""dob"": ""1999-07-07"", ""district"": ""Bilaspur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 32}",99
7245,1633,domicile_certificate,"{""name"": ""Umesh Dhruv"", ""dob"": ""1945-03-03"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 20}",91
7246,1209,bank_passbook,"{""name"": ""Chandra Shekhar 3"", ""account_number"": ""987821486681"", ""ifsc"": ""SBIN085388"", ""bank_name"": ""Bank of Baroda"", ""balance"": 141823}",83
7247,1681,caste_certificate,"{""name"": ""Savita Bai"", ""caste"": ""SC"", ""district"": ""Janjgir-Champa"", ""certificate_number"": ""CG/JAN/18951""}",84
7248,1670,bank_passbook,"{""name"": ""Ashok Patle 3"", ""account_number"": ""258584897085"", ""ifsc"": ""SBIN052863"", ""bank_name"": ""Canara Bank"", ""balance"": 13035}",92
7249,1126,bank_passbook,"{""name"": ""Harish Tiwari"", ""account_number"": ""922978989572"", ""ifsc"": ""SBIN086435"", ""bank_name"": ""SBI"", ""balance"": 114289}",74
7250,1271,domicile_certificate,"{""name"": ""Santosh Dewangan 2"", ""dob"": ""1962-10-09"", ""district"": ""Janjgir-Champa"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 24}",90
7251,1482,domicile_certificate,"{""name"": ""Bharat Mandavi"", ""dob"": ""1943-05-06"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 15}",88
7252,1201,domicile_certificate,"{""name"": ""Kiran Banjare"", ""dob"": ""1946-01-26"", ""district"": ""Baloda Bazar"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 39}",79
7253,1141,domicile_certificate,"{""name"": ""Santosh Dewangan"", ""dob"": ""1989-09-13"", ""district"": ""Bilaspur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 38}",97
7254,1371,aadhaar,"{""name"": ""Mohan Thakur"", ""dob"": ""2001-03-16"", ""aadhar_number"": ""227051028767"", ""address"": ""803, Gandhi Chowk, Balrampur"", ""gender"": ""Male""}",85
7255,1990,bank_passbook,"{""name"": ""Shanta Markam"", ""account_number"": ""308123696895"", ""ifsc"": ""SBIN066899"", ""bank_name"": ""Canara Bank"", ""balance"": 149003}",93
7256,1859,bank_passbook,"{""name"": ""Brijlal Tandon"", ""account_number"": ""198993033210"", ""ifsc"": ""SBIN010514"", ""bank_name"": ""PNB"", ""balance"": 130617}",96
7257,1079,bank_passbook,"{""name"": ""Kanta Yadav"", ""account_number"": ""163389431453"", ""ifsc"": ""SBIN099086"", ""bank_name"": ""HDFC"", ""balance"": 83000}",97
7258,1738,income_certificate,"{""name"": ""Prakash Pandey 4"", ""annual_income"": ""Village LS"", ""district"": ""Bemetara"", ""issued_by"": ""Tehsildar Bemetara"", ""financial_year"": ""2024-25""}",96
7259,1010,income_certificate,"{""name"": ""Manju Tandon"", ""annual_income"": ""Village JF"", ""district"": ""Janjgir-Champa"", ""issued_by"": ""Tehsildar Janjgir-Champa"", ""financial_year"": ""2024-25""}",87
7260,1979,domicile_certificate,"{""name"": ""Brijlal Tandon"", ""dob"": ""1974-08-11"", ""district"": ""Dantewada"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 15}",73
7261,1938,income_certificate,"{""name"": ""Nirmala Dhivar"", ""annual_income"": ""Balod Nagar"", ""district"": ""Balod"", ""issued_by"": ""Tehsildar Balod"", ""financial_year"": ""2024-25""}",73
7262,1795,caste_certificate,"{""name"": ""Meena Lahre"", ""caste"": ""SC"", ""district"": ""Balod"", ""certificate_number"": ""CG/BAL/93485""}",72
7263,1586,aadhaar,"{""name"": ""Urmila Dhruv 9"", ""dob"": ""1954-09-18"", ""aadhar_number"": ""462805507740"", ""address"": ""561, Station Road, Narayanpur"", ""gender"": ""Female""}",90
7264,1281,caste_certificate,"{""name"": ""Harish Tiwari"", ""caste"": ""General"", ""district"": ""Janjgir-Champa"", ""certificate_number"": ""CG/JAN/60160""}",75
7265,1847,caste_certificate,"{""name"": ""Laxmi Tiwari"", ""caste"": ""OBC"", ""district"": ""Surajpur"", ""certificate_number"": ""CG/SUR/45476""}",83
7266,1706,income_certificate,"{""name"": ""Anil Sharma"", ""annual_income"": ""Village UM"", ""district"": ""Kondagaon"", ""issued_by"": ""Tehsildar Kondagaon"", ""financial_year"": ""2024-25""}",74
7267,1037,aadhaar,"{""name"": ""Pratibha Soni"", ""dob"": ""1996-08-13"", ""aadhar_number"": ""698478961183"", ""address"": ""330, Indira Nagar, Rajnandgaon"", ""gender"": ""Female""}",82
7268,1345,domicile_certificate,"{""name"": ""Ashok Patle 9"", ""dob"": ""1964-10-01"", ""district"": ""Raipur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 31}",76
7269,1648,income_certificate,"{""name"": ""Vandana Nishad"", ""annual_income"": ""Ward 28"", ""district"": ""Narayanpur"", ""issued_by"": ""Tehsildar Narayanpur"", ""financial_year"": ""2024-25""}",89
7270,1218,caste_certificate,"{""name"": ""Ganesh Markam"", ""caste"": ""SC"", ""district"": ""Bijapur"", ""certificate_number"": ""CG/BIJ/14780""}",86
7271,1160,caste_certificate,"{""name"": ""Kailash Banjare"", ""caste"": ""General"", ""district"": ""Bijapur"", ""certificate_number"": ""CG/BIJ/34721""}",93
7272,1135,domicile_certificate,"{""name"": ""Nirmala Dhivar 6"", ""dob"": ""1944-04-28"", ""district"": ""Narayanpur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 13}",80
7273,1247,bank_passbook,"{""name"": ""Prakash Pandey 6"", ""account_number"": ""114072525864"", ""ifsc"": ""SBIN040804"", ""bank_name"": ""SBI"", ""balance"": 130634}",80
7274,1321,bank_passbook,"{""name"": ""Chanda Thakur"", ""account_number"": ""678775694759"", ""ifsc"": ""SBIN047200"", ""bank_name"": ""SBI"", ""balance"": 72736}",98
7275,1164,aadhaar,"{""name"": ""Pushpa Devi 5"", ""dob"": ""1939-10-29"", ""aadhar_number"": ""368157981238"", ""address"": ""679, Station Road, Bemetara"", ""gender"": ""Female""}",74
7276,1906,caste_certificate,"{""name"": ""Harish Tiwari"", ""caste"": ""General"", ""district"": ""Raipur"", ""certificate_number"": ""CG/RAI/79365""}",79
7277,1195,caste_certificate,"{""name"": ""Poonam Kosare"", ""caste"": ""OBC"", ""district"": ""Dantewada"", ""certificate_number"": ""CG/DAN/16457""}",85
7278,1287,caste_certificate,"{""name"": ""Umesh Dhruv"", ""caste"": ""OBC"", ""district"": ""Kondagaon"", ""certificate_number"": ""CG/KON/11898""}",94
7279,1978,bank_passbook,"{""name"": ""Mahesh Sahu 3"", ""account_number"": ""908365923294"", ""ifsc"": ""SBIN042342"", ""bank_name"": ""PNB"", ""balance"": 136132}",71
7280,1876,bank_passbook,"{""name"": ""Kanta Yadav"", ""account_number"": ""722263326572"", ""ifsc"": ""SBIN089705"", ""bank_name"": ""Canara Bank"", ""balance"": 7407}",74
7281,1272,caste_certificate,"{""name"": ""Kanta Yadav"", ""caste"": ""General"", ""district"": ""Janjgir-Champa"", ""certificate_number"": ""CG/JAN/10512""}",79
7282,1951,income_certificate,"{""name"": ""Mahesh Sahu"", ""annual_income"": ""Ward 2"", ""district"": ""Janjgir-Champa"", ""issued_by"": ""Tehsildar Janjgir-Champa"", ""financial_year"": ""2024-25""}",72
7283,1025,bank_passbook,"{""name"": ""Saraswati Patle 4"", ""account_number"": ""611152753635"", ""ifsc"": ""SBIN073467"", ""bank_name"": ""SBI"", ""balance"": 147082}",75
7284,1242,caste_certificate,"{""name"": ""Prakash Pandey"", ""caste"": ""OBC"", ""district"": ""Sukma"", ""certificate_number"": ""CG/SUK/41657""}",99
7285,1133,domicile_certificate,"{""name"": ""Rani Netam"", ""dob"": ""1978-10-02"", ""district"": ""Mungeli"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 35}",90
7286,1659,income_certificate,"{""name"": ""Hemant Kosare"", ""annual_income"": ""Village GK"", ""district"": ""Kanker"", ""issued_by"": ""Tehsildar Kanker"", ""financial_year"": ""2024-25""}",85
7287,1447,caste_certificate,"{""name"": ""Hemant Kosare"", ""caste"": ""SC"", ""district"": ""Jashpur"", ""certificate_number"": ""CG/JAS/54977""}",78
7288,1452,domicile_certificate,"{""name"": ""Geeta Sharma 7"", ""dob"": ""1944-08-21"", ""district"": ""Bijapur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 9}",84
7289,1131,domicile_certificate,"{""name"": ""Harish Tiwari"", ""dob"": ""1946-02-13"", ""district"": ""Bilaspur"", ""state"": ""Chhattisgarh"", ""years_of_residence"": 27}",85
7290,1970,income_certificate,"{""name"": ""Anil Sharma"", ""annual_income"": ""Village SO"", ""district"": ""Korba"", ""issued_by"": ""Tehsildar Korba"", ""financial_year"": ""2024-25""}",80
7291,1329,caste_certificate,"{""name"": ""Ashok Patle 1"", ""caste"": ""SC"", ""district"": ""Raigarh"", ""certificate_number"": ""CG/RAI/83061""}",99
7292,1110,caste_certificate,"{""name"": ""Virendra Soni"", ""caste"": ""OBC"", ""district"": ""Bastar"", ""certificate_number"": ""CG/BAS/71361""}",73
