citizen_id,full_name,dob,age,gender,district,village_or_city,address,pincode,occupation,annual_income,caste,aadhar_number,mobile_number
1180,Prakash Pandey,1941-06-05,84,Male,Dantewada,Colony 10,"245, Indira Nagar, Dantewada",491997,Housewife,83225,ST,153966958321,9971997581
1181,Geeta Sharma,1971-06-21,54,Female,Durg,Colony 14,"336, Nehru Nagar, Durg",495284,Carpenter,48522,OBC,902278469973,9354946519
1182,Hemant Kosare,1971-04-29,54,Male,Korba,Ward 28,"1, Indira Nagar, Korba",496724,Government Employee,56989,General,369656666832,9723865624
1183,Rekha Verma 1,1947-12-25,78,Female,Bijapur,Bijapur Nagar,"87, Gandhi Chowk, Bijapur",495262,Self Employed,764585,ST,927868765326,9909738468
1184,Sunil Netam 1,1986-01-13,39,Male,Baloda Bazar,Colony 10,"985, Main Road, Baloda Bazar",491164,Weaver,375274,SC,781891371894,9905807787
1185,Santram Dhivar,1966-09-22,59,Male,Dantewada,Village FB,"745, Indira Nagar, Dantewada",492134,Farmer,301557,OBC,904904712814,9429444019
1186,Manju Tandon,1948-08-15,77,Female,Kondagaon,Village LZ,"802, Gandhi Chowk, Kondagaon",493973,Labour,375972,General,512927663723,9950410276
1187,Sudha Gupta,2002-07-26,23,Female,Mungeli,Colony 12,"486, Station Road, Mungeli",491190,Housewife,406220,SC,765801856945,9441496739
1188,Meena Lahre,1996-12-28,29,Female,Surguja,Ward 11,"852, Main Road, Surguja",490098,Self Employed,33619,ST,534430091093,9911192692
1189,Ramkumar Lahre 5,1976-12-15,49,Male,Kondagaon,Village CU,"788, Nehru Nagar, Kondagaon",495671,Carpenter,234779,SC,214066504427,9173962712
1190,Brijlal Tandon,1990-02-22,35,Male,Jashpur,Ward 4,"36, Main Road, Jashpur",490577,Driver,353749,ST,072006425690,9877661830
1191,Seema Chandel,1978-04-24,47,Female,Rajnandgaon,Village RL,"411, Main Road, Rajnandgaon",495180,Carpenter,90074,SC,174328063461,9571732030
1192,Santosh Dewangan,1940-09-18,85,Male,Mungeli,Colony 9,"990, Main Road, Mungeli",490304,Government Employee,123255,General,613878293102,9707903202
1193,Sanjay Mishra,2006-04-08,19,Male,Rajnandgaon,Ward 15,"838, Main Road, Rajnandgaon",490936,Unemployed,311384,OBC,136565198253,9092511426
1194,Seema Chandel,1949-11-12,76,Female,Bemetara,Ward 8,"811, Indira Nagar, Bemetara",493082,Labour,83827,General,002194672324,9876329092
1195,Poonam Kosare,1991-05-01,34,Female,Dantewada,Dantewada Nagar,"197, Main Road, Dantewada",494344,Student,376160,OBC,734031277220,9054364597
1196,Dinesh Patel,1983-04-10,42,Male,Surguja,Ward 6,"73, Gandhi Chowk, Surguja",495910,Unemployed,235452,ST,353153136363,9179706239
1197,Geeta Sharma,1947-04-20,78,Female,Bemetara,Village GU,"208, Station Road, Bemetara",491043,Farmer,165638,SC,217762534929,9298316873
1198,Ashok Patle,1960-02-09,65,Male,Raipur,Raipur Nagar,"254, Station Road, Raipur",493558,Driver,141566,OBC,906007806867,9177318063
1199,Rani Netam 2,1936-06-28,89,Female,Baloda Bazar,Colony 12,"879, Indira Nagar, Baloda Bazar",496122,Driver,79616,ST,262570165804,9649893195
1200,Umesh Dhruv,1995-08-04,30,Male,Kabirdham,Village BD,"477, Indira Nagar, Kabirdham",490335,Government Employee,104957,General,832538179335,9548640155
1201,Kiran Banjare,1946-01-26,79,Female,Baloda Bazar,Village RV,"463, Indira Nagar, Baloda Bazar",493016,Carpenter,434408,OBC,711624112412,9723804682
1202,Rani Netam,2001-03-31,24,Female,Jashpur,Ward 1,"893, Gandhi Chowk, Jashpur",496840,Housewife,257923,SC,579887749242,9437540254
1203,Geeta Sharma,1949-06-27,76,Female,Narayanpur,Narayanpur Nagar,"166, Gandhi Chowk, Narayanpur",490958,Farmer,701217,OBC,745238055257,9828410672
1204,Manju Tandon,1935-06-13,90,Female,Bijapur,Village QK,"486, Station Road, Bijapur",497944,Driver,359605,ST,517028140693,9751509398
1205,Kanta Yadav,1959-12-31,66,Female,Raigarh,Colony 14,"694, Main Road, Raigarh",497995,Housewife,84286,SC,998056265650,9455478137
1206,Kanta Yadav,1949-10-04,76,Female,Bijapur,Colony 15,"143, Indira Nagar, Bijapur",494899,Student,59745,ST,851961064628,9792326487
1207,Chandra Shekhar,1987-07-26,38,Male,Dantewada,Dantewada Nagar,"28, Main Road, Dantewada",491262,Shop Owner,103958,ST,146273014719,9597964715
1208,Santram Dhivar,1958-05-07,67,Male,Surguja,Colony 6,"900, Gandhi Chowk, Surguja",492928,Labour,67338,ST,504481832192,9855445189
1209,Chandra Shekhar 3,1981-07-20,44,Male,Dantewada,Village YP,"944, Gandhi Chowk, Dantewada",490840,Teacher,48981,OBC,898881671120,9754527985
1210,Seema Chandel,2001-11-07,24,Female,Rajnandgaon,Rajnandgaon Nagar,"315, Gandhi Chowk, Rajnandgaon",491720,Labour,622721,General,107603108907,9140140119
1211,Hema Sinha,1951-08-22,74,Female,Kondagaon,Village AC,"972, Indira Nagar, Kondagaon",492850,Government Employee,85619,OBC,891190833428,9013875927
1212,Anil Sharma,1969-02-13,56,Male,Balod,Ward 7,"780, Station Road, Balod",491013,Unemployed,37814,ST,548015716479,9473864631
1213,Vandana Nishad,1936-03-17,89,Female,Kondagaon,Colony 7,"536, Main Road, Kondagaon",490977,Labour,111099,General,215353961367,9499465796
1214,Meena Lahre 8,1944-10-03,81,Female,Rajnandgaon,Rajnandgaon Nagar,"31, Main Road, Rajnandgaon",496045,Farmer,661167,General,269524991187,9734778485
1215,Naresh Chandel 1,1973-09-04,52,Male,Rajnandgaon,Colony 14,"454, Nehru Nagar, Rajnandgaon",490295,Farmer,106430,SC,276246719788,9977828064
1216,Hema Sinha,1990-05-30,35,Female,Kondagaon,Ward 12,"29, Indira Nagar, Kondagaon",490370,Labour,582912,General,561655650333,9491141520
1217,Prakash Pandey 7,1986-01-09,39,Male,Gariaband,Colony 1,"603, Main Road, Gariaband",492593,Self Employed,234521,General,713578529456,9371834404
1218,Ganesh Markam,1991-02-04,34,Male,Bijapur,Village WS,"280, Main Road, Bijapur",494641,Housewife,204982,SC,148468536649,9878208297
1219,Vandana Nishad,2001-08-25,24,Female,Bemetara,Colony 13,"958, Indira Nagar, Bemetara",495953,Carpenter,46299,SC,723246651364,9424936312
1220,Savita Bai 5,1976-09-14,49,Female,Baloda Bazar,Ward 18,"207, Gandhi Chowk, Baloda Bazar",492235,Labour,123503,SC,820700159416,9516231981
1221,Dilip Nishad,2004-08-07,21,Male,Gariaband,Ward 9,"792, Station Road, Gariaband",492698,Driver,361247,OBC,632123476490,9785158673
1222,Sanjay Mishra,1948-01-24,77,Male,Kabirdham,Village WL,"22, Indira Nagar, Kabirdham",490286,Weaver,396638,General,348645183760,9644134327
1223,Sanjay Mishra,1992-11-16,33,Male,Balod,Ward 26,"843, Nehru Nagar, Balod",493860,Weaver,370506,SC,612481569857,9002720634
1224,Kailash Banjare 3,1957-06-16,68,Male,Gariaband,Gariaband Nagar,"868, Indira Nagar, Gariaband",495618,Self Employed,233729,ST,724295431652,9669300893
1225,Deepak Sinha 3,1939-07-13,86,Male,Mahasamund,Mahasamund Nagar,"92, Station Road, Mahasamund",491394,Driver,114186,ST,771333447626,9393436262
1226,Ravi Gupta,1956-03-10,69,Male,Balrampur,Colony 10,"88, Main Road, Balrampur",493842,Labour,763344,ST,366941180053,9759900489
1227,Sudha Gupta,1995-04-14,30,Female,Kabirdham,Kabirdham Nagar,"267, Gandhi Chowk, Kabirdham",494127,Unemployed,645412,OBC,158624150274,9564494856
1228,Shanta Markam,1979-02-20,46,Female,Sukma,Colony 11,"55, Gandhi Chowk, Sukma",491218,Farmer,24700,ST,427617075877,9712151342
1229,Laxmi Tiwari,1959-07-15,66,Female,Surajpur,Ward 29,"539, Indira Nagar, Surajpur",491480,Self Employed,529058,ST,150416591520,9177749050
1230,Deepak Sinha,2000-09-10,25,Male,Bijapur,Bijapur Nagar,"884, Main Road, Bijapur",496567,Carpenter,124614,General,189616423610,9326642147
1231,Laxmi Tiwari,1962-11-19,63,Female,Kondagaon,Ward 20,"853, Station Road, Kondagaon",494200,Teacher,382106,ST,749961659266,9108573278
1232,Mahesh Sahu 7,1942-03-02,83,Male,Baloda Bazar,Village EE,"862, Gandhi Chowk, Baloda Bazar",494286,Self Employed,26255,General,081866179454,9918017226
1233,Mahesh Sahu,1998-04-04,27,Male,Dantewada,Colony 8,"639, Station Road, Dantewada",492797,Labour,30252,SC,168006102776,9974995641
1234,Rekha Verma 2,1936-06-27,89,Female,Narayanpur,Narayanpur Nagar,"666, Gandhi Chowk, Narayanpur",493570,Carpenter,682373,OBC,147276012277,9707933496
1235,Prakash Pandey 7,1972-05-10,53,Male,Baloda Bazar,Village ST,"38, Nehru Nagar, Baloda Bazar",493275,Unemployed,339954,ST,308069581467,9179576024
1236,Kiran Banjare,1955-11-20,70,Female,Gariaband,Colony 6,"135, Station Road, Gariaband",495923,Weaver,74638,SC,729341722329,9716743380
1237,Sunil Netam,1967-02-04,58,Male,Kondagaon,Ward 6,"346, Nehru Nagar, Kondagaon",490934,Driver,93660,OBC,745508428910,9771199180
1238,Dinesh Patel 2,1953-06-28,72,Male,Kabirdham,Colony 12,"781, Indira Nagar, Kabirdham",494083,Weaver,480896,SC,521376037548,9214565328
1239,Kanta Yadav 7,1972-02-25,53,Female,Balod,Village OQ,"967, Main Road, Balod",493626,Labour,338122,General,155626060290,9846684550
1240,Sanjay Mishra,1948-03-28,77,Male,Narayanpur,Colony 4,"715, Station Road, Narayanpur",497272,Carpenter,201720,SC,108562884318,9848520089
1241,Santosh Dewangan,1962-05-01,63,Male,Bijapur,Ward 14,"862, Station Road, Bijapur",492128,Carpenter,182457,General,174907539989,9354492683
1242,Prakash Pandey,1952-05-03,73,Male,Sukma,Colony 3,"849, Nehru Nagar, Sukma",490672,Student,136458,OBC,737158698864,9976776228
1243,Kiran Banjare,1946-09-02,79,Female,Narayanpur,Narayanpur Nagar,"467, Nehru Nagar, Narayanpur",490268,Weaver,93272,SC,196115940821,9545447022
1244,Bharat Mandavi 5,1960-06-30,65,Male,Raigarh,Ward 6,"561, Station Road, Raigarh",490554,Farmer,300225,SC,975679228777,9251996636
1245,Naresh Chandel 8,2001-01-31,24,Male,Bastar,Ward 21,"586, Station Road, Bastar",494597,Carpenter,93315,General,398909837801,9820433971
1246,Hemant Kosare,1987-11-23,38,Male,Bilaspur,Bilaspur Nagar,"425, Main Road, Bilaspur",497043,Housewife,53708,General,118242241246,9209520046
1247,Prakash Pandey 6,1958-03-15,67,Male,Mahasamund,Mahasamund Nagar,"771, Indira Nagar, Mahasamund",494801,Teacher,347235,ST,140578617063,9048913824
1248,Bharat Mandavi,1992-02-07,33,Male,Gariaband,Gariaband Nagar,"801, Gandhi Chowk, Gariaband",494404,Self Employed,691060,ST,007942007494,9653984028
1249,Mahesh Sahu,1970-07-12,55,Male,Narayanpur,Village EX,"900, Nehru Nagar, Narayanpur",491728,Driver,360255,SC,547435537950,9209700268
1250,Bimla Mishra,1942-05-06,83,Female,Jashpur,Colony 1,"689, Main Road, Jashpur",492892,Self Employed,587678,ST,201753703045,9319433750
1251,Ashok Patle,1998-06-27,27,Male,Balrampur,Colony 14,"114, Station Road, Balrampur",494663,Housewife,294648,OBC,999219212493,9843089487
1252,Bharat Mandavi,1993-05-19,32,Male,Bilaspur,Colony 14,"281, Main Road, Bilaspur",495572,Housewife,244758,General,304687506351,9903613325
1253,Mahesh Sahu,1943-09-28,82,Male,Raipur,Village NZ,"861, Station Road, Raipur",492025,Student,239340,General,583199717911,9006512070
1254,Hemant Kosare,1940-12-18,85,Male,Rajnandgaon,Village BR,"871, Nehru Nagar, Rajnandgaon",493291,Student,257770,OBC,990767699150,9785931109
1255,Kailash Banjare,1952-06-07,73,Male,Surajpur,Village UQ,"432, Nehru Nagar, Surajpur",495937,Driver,213741,OBC,002496854982,9274954508
1256,Dilip Nishad,1940-03-16,85,Male,Janjgir-Champa,Village RB,"201, Gandhi Chowk, Janjgir-Champa",495248,Teacher,239536,OBC,779599594652,9170730337
1257,Vijay Singh 6,2001-06-16,24,Male,Mahasamund,Ward 7,"372, Main Road, Mahasamund",490605,Government Employee,35098,OBC,473950033423,9425832302
1258,Virendra Soni 3,1969-01-21,56,Male,Jashpur,Jashpur Nagar,"313, Nehru Nagar, Jashpur",491968,Government Employee,746507,OBC,896112233865,9596309938
1259,Mukesh Yadav 4,1939-11-04,86,Male,Jashpur,Colony 14,"215, Main Road, Jashpur",496428,Unemployed,311189,General,286857872558,9777496903
1260,Nirmala Dhivar 4,1970-07-31,55,Female,Raigarh,Raigarh Nagar,"958, Station Road, Raigarh",492086,Housewife,118516,General,478539078956,9776657546
1261,Anil Sharma,1958-11-22,67,Male,Jashpur,Ward 3,"805, Station Road, Jashpur",497591,Teacher,29351,SC,083535444392,9840445669
1262,Ashok Patle,2003-05-08,22,Male,Korba,Korba Nagar,"486, Gandhi Chowk, Korba",494226,Driver,348606,ST,751536637780,9529240755
1263,Saraswati Patle,2002-08-02,23,Female,Mahasamund,Village YW,"334, Indira Nagar, Mahasamund",490191,Driver,391735,OBC,259999663618,9637159741
1264,Kamla Sahu,1950-12-31,75,Female,Bilaspur,Ward 27,"192, Gandhi Chowk, Bilaspur",490570,Self Employed,50544,SC,817058025662,9128671632
1265,Sudha Gupta,1998-09-24,27,Female,Kondagaon,Village FT,"602, Gandhi Chowk, Kondagaon",494117,Weaver,222206,OBC,027169385977,9790147546
1266,Chandra Shekhar,1950-10-10,75,Male,Balod,Colony 12,"469, Nehru Nagar, Balod",497462,Carpenter,94529,General,603248413768,9151185672
1267,Vijay Singh,1976-07-11,49,Male,Raipur,Colony 11,"391, Station Road, Raipur",496111,Self Employed,607972,General,041257771183,9727422091
1268,Sudha Gupta 7,1950-03-05,75,Female,Durg,Village YA,"158, Nehru Nagar, Durg",492934,Labour,24514,OBC,708164709006,9335331060
1269,Prakash Pandey,1996-01-24,29,Male,Kondagaon,Kondagaon Nagar,"742, Gandhi Chowk, Kondagaon",490361,Self Employed,363812,SC,583938661331,9552065063
1270,Anita Patel 5,1993-05-16,32,Female,Balrampur,Balrampur Nagar,"421, Station Road, Balrampur",496288,Driver,176690,OBC,419562525715,9099768389
1271,Santosh Dewangan 2,1962-10-09,63,Male,Janjgir-Champa,Ward 24,"62, Gandhi Chowk, Janjgir-Champa",493069,Unemployed,39879,ST,303975245086,9403553380
1272,Kanta Yadav,1999-08-12,26,Female,Janjgir-Champa,Janjgir-Champa Nagar,"453, Main Road, Janjgir-Champa",490530,Unemployed,45226,General,232129833816,9742336293
1273,Ravi Gupta,1992-02-01,33,Male,Raigarh,Village ZP,"408, Nehru Nagar, Raigarh",491375,Unemployed,282460,ST,270661498282,9467474689
1274,Sunita Yadav,1999-03-13,26,Female,Baloda Bazar,Ward 7,"883, Indira Nagar, Baloda Bazar",495984,Weaver,73025,ST,656749160169,9236458750
1275,Manju Tandon,1957-03-15,68,Female,Janjgir-Champa,Ward 16,"715, Gandhi Chowk, Janjgir-Champa",492141,Driver,328538,OBC,439920116691,9836264488
1276,Hema Sinha,1971-12-28,54,Female,Sukma,Village XC,"834, Gandhi Chowk, Sukma",492204,Weaver,118079,ST,402701168646,9225223728
1277,Deepak Sinha,1954-02-18,71,Male,Surguja,Surguja Nagar,"266, Nehru Nagar, Surguja",493611,Carpenter,457250,OBC,141614150937,9710040901
1278,Meena Lahre,1968-10-06,57,Female,Balrampur,Colony 15,"485, Station Road, Balrampur",494952,Self Employed,109372,SC,535669055107,9620918435
1279,Poonam Kosare,1977-09-11,48,Female,Gariaband,Village VG,"18, Station Road, Gariaband",497156,Farmer,785778,SC,739769156716,9493289802
1280,Kanta Yadav 9,1976-12-10,49,Female,Surguja,Surguja Nagar,"250, Gandhi Chowk, Surguja",491397,Carpenter,177649,ST,025643471287,9153991566
1281,Harish Tiwari,1955-12-31,70,Male,Janjgir-Champa,Ward 9,"92, Station Road, Janjgir-Champa",496067,Driver,790395,General,952569040983,9665528993
1282,Ganesh Markam 8,1963-05-29,62,Male,Korba,Colony 8,"151, Indira Nagar, Korba",492322,Labour,372594,General,954814973746,9052330276
1283,Chandra Shekhar,1949-05-06,76,Male,Raipur,Colony 7,"357, Nehru Nagar, Raipur",493204,Student,224198,SC,386125904729,9277423330
1284,Santram Dhivar,1944-03-17,81,Male,Kondagaon,Kondagaon Nagar,"949, Main Road, Kondagaon",490787,Government Employee,494180,General,185962630136,9749261764
1285,Rani Netam 2,1942-06-23,83,Female,Rajnandgaon,Rajnandgaon Nagar,"24, Indira Nagar, Rajnandgaon",494694,Driver,331857,General,926764921518,9260688871
1286,Chandra Shekhar,1999-02-05,26,Male,Jashpur,Ward 4,"186, Indira Nagar, Jashpur",495696,Labour,78619,SC,102932184011,9845826034
1287,Umesh Dhruv,1961-05-21,64,Male,Kondagaon,Colony 10,"712, Station Road, Kondagaon",494282,Government Employee,283849,OBC,103032432983,9954296184
1288,Ganesh Markam,1949-09-18,76,Male,Mahasamund,Colony 11,"963, Gandhi Chowk, Mahasamund",494391,Teacher,116033,SC,359892625660,9931418186
1289,Prakash Pandey,1967-08-12,58,Male,Kanker,Kanker Nagar,"281, Main Road, Kanker",490803,Self Employed,516511,ST,112849718594,9849102562
1290,Mukesh Yadav,2005-10-28,20,Male,Mungeli,Mungeli Nagar,"266, Main Road, Mungeli",495626,Housewife,322377,OBC,269405396727,9578446834
1291,Ravi Gupta,1963-02-13,62,Male,Durg,Durg Nagar,"968, Main Road, Durg",491353,Driver,117440,SC,870682778816,9093068538
1292,Suresh Yadav,1950-03-08,75,Male,Kondagaon,Kondagaon Nagar,"180, Main Road, Kondagaon",493007,Labour,399688,General,676251538144,9744309634
1293,Chandra Shekhar,1976-08-09,49,Male,Balrampur,Ward 28,"631, Nehru Nagar, Balrampur",492692,Shop Owner,20675,SC,265016731882,9617024376
1294,Ravi Gupta,1951-05-29,74,Male,Mungeli,Colony 8,"166, Gandhi Chowk, Mungeli",492898,Weaver,244172,OBC,134026650237,9416787256
1295,Santram Dhivar,1969-12-12,56,Male,Korba,Korba Nagar,"160, Station Road, Korba",494097,Farmer,211999,General,569067447163,9928234143
1296,Lalita Singh,2005-04-14,20,Female,Rajnandgaon,Rajnandgaon Nagar,"194, Indira Nagar, Rajnandgaon",495153,Carpenter,35789,OBC,604326093106,9684335670
1297,Bharat Mandavi,1962-05-12,63,Male,Rajnandgaon,Colony 6,"253, Station Road, Rajnandgaon",497333,Farmer,20070,General,534749162475,9541108255
1298,Santram Dhivar,1982-07-05,43,Male,Balrampur,Balrampur Nagar,"599, Nehru Nagar, Balrampur",490715,Student,117332,General,093371189547,9382023684
1299,Sunil Netam,1975-04-19,50,Male,Jashpur,Colony 2,"430, Indira Nagar, Jashpur",497630,Housewife,193762,SC,240903678812,9786866943
1300,Savita Bai 4,1988-03-08,37,Female,Narayanpur,Village ZQ,"311, Gandhi Chowk, Narayanpur",492428,Weaver,35611,OBC,308340242403,9381059551
1301,Mohan Thakur,1971-09-12,54,Male,Balrampur,Ward 10,"844, Station Road, Balrampur",491797,Weaver,492661,SC,089164983735,9439627365
1302,Nirmala Dhivar,1979-07-23,46,Female,Surguja,Colony 4,"966, Gandhi Chowk, Surguja",495305,Shop Owner,41354,OBC,693121637618,9209166010
1303,Rajesh Verma 2,1959-01-28,66,Male,Korba,Ward 21,"981, Main Road, Korba",494444,Weaver,770911,General,327972457230,9848100184
1304,Umesh Dhruv,1972-04-27,53,Male,Korba,Colony 4,"395, Gandhi Chowk, Korba",492895,Carpenter,140807,ST,172131451951,9510922685
1305,Anil Sharma,1948-07-16,77,Male,Kondagaon,Village JT,"357, Main Road, Kondagaon",492221,Unemployed,394550,SC,102252677119,9642152265
1306,Ashok Patle,1997-04-10,28,Male,Balod,Balod Nagar,"822, Gandhi Chowk, Balod",493140,Self Employed,291230,ST,883619689313,9503058721
1307,Virendra Soni,2004-12-01,21,Male,Korba,Colony 14,"249, Gandhi Chowk, Korba",496782,Teacher,38061,General,260650191792,9025213109
1308,Rekha Verma,1977-03-17,48,Female,Bijapur,Village XQ,"482, Nehru Nagar, Bijapur",495920,Government Employee,319043,General,412009282066,9784984362
1309,Mahesh Sahu,1946-04-16,79,Male,Bijapur,Bijapur Nagar,"402, Gandhi Chowk, Bijapur",496738,Weaver,717238,General,775662056341,9115950342
1310,Dinesh Patel 1,2002-12-07,23,Male,Dantewada,Ward 7,"247, Station Road, Dantewada",490697,Driver,297781,ST,005140546835,9652156818
1311,Savita Bai,1969-05-06,56,Female,Baloda Bazar,Baloda Bazar Nagar,"699, Nehru Nagar, Baloda Bazar",490646,Carpenter,114170,OBC,322889857254,9596063399
1312,Rajesh Verma,1979-09-12,46,Male,Rajnandgaon,Village AE,"561, Main Road, Rajnandgaon",494088,Student,194491,SC,214955112747,9472197054
1313,Saraswati Patle,1996-02-14,29,Female,Korba,Village LQ,"383, Main Road, Korba",495589,Self Employed,218899,General,903802146296,9136715778
1314,Kamla Sahu 2,1970-09-04,55,Female,Sukma,Ward 14,"325, Station Road, Sukma",494951,Unemployed,117161,ST,147082723590,9960567303
1315,Brijlal Tandon,1959-04-10,66,Male,Bastar,Ward 21,"281, Nehru Nagar, Bastar",490670,Shop Owner,636675,ST,834201654235,9677826596
1316,Naresh Chandel,1988-08-19,37,Male,Raigarh,Raigarh Nagar,"332, Station Road, Raigarh",490117,Labour,477326,ST,516480727910,9336829635
1317,Lalita Singh,1986-10-24,39,Female,Raipur,Village LA,"515, Main Road, Raipur",495729,Unemployed,269538,ST,655868512765,9289286646
1318,Ramkumar Lahre,1943-12-19,82,Male,Durg,Ward 26,"632, Nehru Nagar, Durg",490850,Unemployed,313533,General,789046337861,9371576605
1319,Meena Lahre 5,1962-08-22,63,Female,Balod,Colony 15,"34, Main Road, Balod",490216,Labour,370403,SC,529638639609,9626265826
1320,Kamla Sahu,1946-05-25,79,Female,Gariaband,Colony 13,"864, Station Road, Gariaband",496860,Housewife,62258,OBC,110609209819,9602752334
1321,Chanda Thakur,2000-03-22,25,Female,Sukma,Village ZM,"676, Main Road, Sukma",492253,Student,728959,General,911791124421,9175361706
1322,Ashok Patle,1941-11-28,84,Male,Raigarh,Village NM,"649, Nehru Nagar, Raigarh",496624,Labour,21329,OBC,990155799802,9841390808
1323,Brijlal Tandon 6,1945-05-12,80,Male,Raigarh,Ward 1,"746, Gandhi Chowk, Raigarh",492193,Shop Owner,399884,General,584776863423,9461994237
1324,Nirmala Dhivar,1988-07-24,37,Female,Bijapur,Colony 2,"440, Gandhi Chowk, Bijapur",494647,Government Employee,102929,General,720849649856,9012562531
1325,Vandana Nishad,1948-01-28,77,Female,Sukma,Ward 11,"735, Station Road, Sukma",491752,Unemployed,234296,OBC,816493831849,9196655330
1326,Kiran Banjare 5,1972-11-08,53,Female,Rajnandgaon,Village OF,"606, Nehru Nagar, Rajnandgaon",491937,Driver,22337,General,742608805017,9164455618
1327,Ashok Patle,1970-05-08,55,Male,Dantewada,Ward 23,"864, Station Road, Dantewada",497682,Driver,49362,General,021563213580,9040104145
1328,Mukesh Yadav,1959-04-12,66,Male,Narayanpur,Ward 6,"130, Station Road, Narayanpur",497061,Labour,382732,ST,718839774573,9144158331
1329,Ashok Patle 1,1995-03-20,30,Male,Raigarh,Ward 15,"349, Gandhi Chowk, Raigarh",496669,Driver,284723,SC,472812356798,9363146249
1330,Rajesh Verma,1944-09-04,81,Male,Bijapur,Colony 15,"192, Station Road, Bijapur",490235,Unemployed,268658,SC,418156326868,9507451066
1331,Sudha Gupta 3,1988-05-10,37,Female,Bastar,Colony 9,"112, Main Road, Bastar",495295,Teacher,515124,General,009431814396,9661347323
1332,Jagdish Porte 5,2000-11-25,25,Male,Raipur,Colony 15,"757, Station Road, Raipur",496985,Weaver,61302,General,225720765024,9120957907
1333,Kiran Banjare 1,1985-12-15,40,Female,Kondagaon,Kondagaon Nagar,"774, Gandhi Chowk, Kondagaon",496351,Student,125367,SC,775847457054,9589714802
1334,Pratibha Soni 3,1967-02-09,58,Female,Baloda Bazar,Colony 12,"369, Gandhi Chowk, Baloda Bazar",496098,Student,145149,ST,148782455696,9443098591
1335,Kanta Yadav,2006-03-01,19,Female,Kabirdham,Kabirdham Nagar,"478, Gandhi Chowk, Kabirdham",494286,Shop Owner,324148,OBC,474140703491,9074065004
1336,Rani Netam,2005-07-06,20,Female,Gariaband,Ward 22,"731, Station Road, Gariaband",491169,Weaver,96706,General,430753666144,9942965923
1337,Rajesh Verma,1952-12-17,73,Male,Dantewada,Colony 10,"559, Gandhi Chowk, Dantewada",493080,Self Employed,89018,ST,585756766708,9061294398
1338,Rajesh Verma,1985-10-20,40,Male,Dantewada,Colony 3,"687, Main Road, Dantewada",493792,Housewife,164247,General,041591497501,9980382872
1339,Nirmala Dhivar,1948-12-12,77,Female,Dantewada,Ward 21,"825, Nehru Nagar, Dantewada",495110,Weaver,28800,General,291813317087,9601467238
1340,Chandra Shekhar,1974-06-17,51,Male,Kondagaon,Ward 20,"190, Gandhi Chowk, Kondagaon",496706,Weaver,194768,OBC,774419754661,9766204719
1341,Savita Bai,1938-02-13,87,Female,Jashpur,Ward 21,"930, Station Road, Jashpur",497888,Labour,339548,ST,402588358681,9225957244
1342,Sunita Yadav,1992-12-09,33,Female,Baloda Bazar,Baloda Bazar Nagar,"590, Indira Nagar, Baloda Bazar",496353,Carpenter,183928,SC,995996100231,9177533126
1343,Manju Tandon 5,1945-05-02,80,Female,Bilaspur,Village XC,"622, Main Road, Bilaspur",497566,Labour,111583,ST,629833477433,9268319013
1344,Mukesh Yadav 1,1967-04-28,58,Male,Sukma,Ward 14,"349, Gandhi Chowk, Sukma",495590,Weaver,781831,ST,339785598217,9661912841
1345,Ashok Patle 9,1964-10-01,61,Male,Raipur,Village JI,"70, Gandhi Chowk, Raipur",497931,Shop Owner,95413,OBC,898469081974,9005643502
1346,Chanda Thakur,1964-08-19,61,Female,Sukma,Ward 22,"825, Indira Nagar, Sukma",497409,Driver,350691,General,516991872401,9078356743
1347,Virendra Soni 4,1982-12-27,43,Male,Balrampur,Ward 28,"566, Nehru Nagar, Balrampur",490428,Self Employed,332306,OBC,668217195535,9603319036
1348,Kailash Banjare 1,1999-08-23,26,Male,Janjgir-Champa,Janjgir-Champa Nagar,"450, Gandhi Chowk, Janjgir-Champa",492316,Farmer,98959,OBC,429671114837,9537458438
1349,Prakash Pandey,1980-03-24,45,Male,Rajnandgaon,Colony 12,"287, Main Road, Rajnandgaon",491668,Labour,673152,OBC,483152037710,9704496410
1350,Harish Tiwari,1979-07-03,46,Male,Raipur,Ward 28,"230, Gandhi Chowk, Raipur",493108,Labour,289590,General,408509549305,9966018648
1351,Saraswati Patle,1986-01-18,39,Female,Sukma,Colony 7,"764, Gandhi Chowk, Sukma",491081,Farmer,109469,SC,138459609454,9490149542
1352,Urmila Dhruv 1,1976-11-28,49,Female,Bilaspur,Bilaspur Nagar,"419, Main Road, Bilaspur",494748,Student,99996,SC,172444723229,9031028795
1353,Naresh Chandel,1940-07-08,85,Male,Narayanpur,Village IA,"554, Main Road, Narayanpur",494920,Teacher,30155,ST,181335956164,9205955657
1354,Hemant Kosare 6,1939-01-24,86,Male,Dantewada,Ward 30,"624, Gandhi Chowk, Dantewada",496620,Government Employee,354702,SC,369026113989,9868180978
1355,Deepak Sinha,1952-07-23,73,Male,Surajpur,Village HK,"237, Nehru Nagar, Surajpur",492579,Weaver,763370,OBC,765158815793,9763928369
1356,Poonam Kosare 5,1965-09-15,60,Female,Kanker,Kanker Nagar,"590, Nehru Nagar, Kanker",495183,Teacher,638064,General,216487120602,9128866526
